target,text,num_characters,num_words,num_sentences,transformed_text
0,&lt;#&gt;  am I think? Should say on syllabus,45,15,2,lt gt think say syllabu
0,Umma. Did she say anything,26,6,2,umma say anyth
0,Give me a sec to think think about it,37,9,1,give sec think think
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,25,4,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout
0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,36,3,quit know still ca get hold anyon cud pick bout see pub
0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,18,1,poyyarikatur kolathupalayam unjalur post erod di lt gt
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,27,1,dear hero leav qatar tonit apt keep touch lt email gt kerala
0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,21,1,lol would mom would fit tell whole famili crazi terribl
0,"I just got home babe, are you still awake ?",43,11,1,got home babe still awak
0,I dunno they close oredi not... ÌÏ v ma fan...,46,12,1,dunno close oredi ìï v fan
0,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,15,3,buy pizza meat lover suprem u get pick
0,"Ya, told..she was asking wats matter?",37,10,1,ya told ask wat matter
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,25,1,dear regret cudnt pick frm ctla cochin mobil car ent style ishtamayoo happi bakrid
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,30,2,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w45wq
0,Shall i send that exe to your mail id.,38,10,1,shall send exe mail id
0,Nope watching tv at home... Not going out. V bored...,53,13,2,nope watch tv home go v bore
0,Don know..wait i will check it.,31,9,1,know wait check
0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,46,4,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,29,4,guess somebodi know secretli fanci wan na find give us call 09065394514 landlin datebox1282essexcm61xn 18
0,We still on for tonight?,24,6,1,still tonight
0,May i call You later Pls,24,6,1,may call later pl
0,Hasn't that been the pattern recently crap weekends?,52,10,1,pattern recent crap weekend
0,I have a sore throat. It's scratches when I talk,48,12,2,sore throat scratch talk
0,Yes da. Any plm at ur office,28,8,2,ye da plm ur offic
0,Are you not around or just still asleep? :V,43,11,2,around still asleep v
0,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,14,2,lol forgot eh ye bring babe
0,"Its good, we'll find a way",26,8,1,good find way
0,Can not use foreign stamps in this country. Good lecture .,58,12,2,use foreign stamp countri good lectur
0,Yup bathe liao...,17,4,1,yup bath liao
0,HAPPY NEW YEAR MY NO.1 MAN,26,6,1,happi new year man
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,36,5,oh mr sheffield wan na play game okay boss nanni give rais give one
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,22,1,zoe hit 2 im fuck shitin il defo tri hardest 2 cum 2morow luv u million lekdog
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,37,5,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh
0,"No my blankets are sufficient, thx",34,7,1,blanket suffici thx
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,30,1,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt
0,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",143,31,1,edison rightli said fool ask question wise man know us speechless viva gm
0,They just talking thats it de. They wont any other.,51,12,2,talk that de wont
0,Today am going to college so am not able to atten the class.,60,14,1,today go colleg abl atten class
0,I'm in class. Will holla later,30,8,2,class holla later
0,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,103,27,3,mmm that better got roast iåõd b better drink 2 good indian
1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,22,3,know someon know fanci call 09058097218 find pobox 6 ls15hb 150p
0,"Come round, it's . ",19,6,1,come round
0,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",114,25,2,1 thing chang sentenc want 2 concentr educ career im leav
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,27,2,1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat
0,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,78,20,2,walk hour 2 c u doesnåõt show care wont u believ im seriou
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,28,3,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222
0,Are you available for soiree on June 3rd?,41,9,1,avail soire june 3rd
0,Do u noe wat time e place dat sells 4d closes?,46,12,1,u noe wat time e place dat sell 4d close
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,28,3,got anoth job one hospit data analysi someth start monday sure thesi got finish
0,Jay's getting really impatient and belligerent,46,7,1,jay get realli impati belliger
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,39,4,hiya comin 2 bristol 1 st week april le got rudi new yr eve drunk u bak colleg yet work send ink 2 bath
0,I'm at work. Please call,24,7,2,work pleas call
0,Then u drive lor.,17,5,1,u drive lor
0,Ard 515 like dat. Y?,20,7,2,ard 515 like dat
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,21,2,tell femal v throw decid get
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,153,33,3,eastend tv quiz flower dot compar violet tulip lili txt e f 84025 4 chanc 2 win cash
0,I'm working technical support :)voice process.networking field.,63,11,1,work technic support voic field
0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,31,1,might come kerala 2 prepar take leav finalis plan travel finish urgent work
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,30,4,sure time tho sure get librari class tri see point good eve
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,28,3,new local date area lot new peopl regist area repli date start 18 replys150
0,"That's fine, I'll bitch at you about it later then",50,13,1,fine bitch later
0,No my mum went 2 dentist.,25,7,1,mum went 2 dentist
0,Once free call me sir. I am waiting for you.,44,12,2,free call sir wait
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,17,4,meet u work tel shall work tomorrow
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,28,4,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu
0,Jus finish bathing...,21,4,1,ju finish bath
0,"alright, I'll make sure the car is back tonight",47,11,1,alright make sure car back tonight
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,157,31,5,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid12hr
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,21,3,dear u invit xchat final attempt contact u txt chat 86688
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,29,4,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea
0,Aight ill get on fb in a couple minutes,39,9,1,aight ill get fb coupl minut
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,23,6,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
0,Where can download clear movies. Dvd copies.,44,9,2,download clear movi dvd copi
0,"Yep, by the pretty sculpture",28,6,1,yep pretti sculptur
0,Convey my regards to him,24,5,1,convey regard
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,14,3,watch surya movi 6 pm vijay movi pokkiri
0,You tell what happen dont behave like this to me. Ok no need to say,67,16,2,tell happen dont behav like ok need say
0,Can u get pic msgs to your phone?,33,9,1,u get pic msg phone
0,Send to someone else :-),24,7,1,send someon els
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,29,2,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,175,1,love start feel need everi time around first thing come would start day end everi time everi breath life happen around life name would cri give happi take readi fight anyon love craziest thing proov anyon girl beauti ladi whole alway sing prais start make chicken curri end maki beauti get everi morn thank god day would like say lot tell later
0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",158,45,5,like needl clock though v r clock v r nt abl 2 met evn v meet itz 4few second bt v alwi stay conect gud 9t
0,I don't think he has spatula hands!,35,9,1,think spatula hand
0,You can never do NOTHING,24,5,1,never noth
1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,153,32,9,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p
